id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7050498,Cozy room in Schöneberg for 2,8085151,Timo,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48365,13.33516,Private room,28,2,10,2017-01-03,0.12,1,0,0,
13587081,Great apartment in Berlin's center - Mitte,41443544,Hans,Mitte,Alexanderplatz,52.52817,13.39408,Entire home/apt,69,3,15,2017-08-07,0.21,1,0,0,
21527205,18 sqm room in the heart of Friedrichshain,92386260,Saskia,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50086,13.45576,Private room,28,2,55,2018-07-31,0.98,1,0,0,
13594449,Sunny and beautiful apartment in the city center,14334393,Virginia,Pankow,Prenzlauer Berg Süd,52.52713,13.41804,Entire home/apt,50,10,0,,,1,0,0,
21528392,Quiet studio in the urban centre of Berlin,156461453,Sebastian,Mitte,Brunnenstr. Süd,52.53565,13.4052,Entire home/apt,51,3,18,2018-04-02,0.32,1,0,0,
11547649,Beautiful flat in lovely Schillerkiez,1560984,Behrad,Neukölln,Schillerpromenade,52.47522,13.42265,Entire home/apt,120,14,8,2020-03-01,0.16,1,6,0,
6396103,"Berlin-Mauerpark,5 bedrooms, Garden",33350475,Dirk,Mitte,Brunnenstr. Süd,52.53847,13.39988,Entire home/apt,139,7,13,2019-09-26,0.15,1,0,0,
12576961,Feines Zimmer am Landwehrkanal,18461857,Viktoria,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49439,13.44349,Private room,18,6,1,2016-05-31,0.01,1,0,0,
749508,Central & Elegant Kreuzberg apart.,3939068,Michael,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49299,13.39633,Entire home/apt,50,90,139,2020-05-11,1.20,3,209,0,
12635164,Helle Wohnung - fantastischer Blick,26419102,Stefanie,Treptow - Köpenick,Alt  Treptow,52.49423,13.44604,Entire home/apt,80,4,0,,,1,0,0,
18924370,"Naturnah - Berlin

by nature - Berlin",125132059,Ulla,Spandau,Falkenhagener Feld,52.54692,13.14341,Entire home/apt,11,1,45,2021-09-20,0.73,1,0,7,Es handelt sich nicht um Wohnraum im Sinne des Wohnraumentfremdungsgesetzes.
21352999,"Large, beautiful room in Kreuzberg!",109949175,Charlotte,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49198,13.41402,Private room,38,2,5,2018-10-14,0.09,1,0,0,
12640741,Klein und gemütlich,12200221,Bärbel,Tempelhof - Schöneberg,Tempelhof,52.4799,13.3758,Private room,75,3,19,2019-04-22,0.26,1,0,0,"First name and Last name: Bärbel Engelmann <br/> Contact address: Loewenhardtdamm 42, 12101, Berlin, Deutschland <br/>Listing address: Loewenhardtdamm 42, 12101, Berlin, Deutschland"
18925029,"Gemütliche, helle Altbauwohnung in Moabit!",102911074,Vivian,Mitte,Moabit West,52.52996,13.3273,Entire home/apt,25,4,1,2017-08-27,0.02,2,0,0,
6431608,Over the roofs of Berlin (Mitte),20563587,Theresa,Mitte,Brunnenstr. Süd,52.53392,13.40783,Entire home/apt,31,15,0,,,1,0,0,
18938387,Möbeliertes 23 m² Zimmer in netter 2er WG,119270089,Philipp,Neukölln,Neuköllner Mitte/Zentrum,52.46738,13.43287,Private room,20,7,1,2017-09-11,0.02,1,0,0,
6434094,Schöne helle Wohnung mit Wohnküche,17158093,Kathi,Neukölln,Schillerpromenade,52.48257,13.42236,Entire home/apt,69,4,2,2015-07-28,0.02,1,0,0,
18942214,Studio apartment in Berlin Mitte,127487921,Roselyne,Mitte,Alexanderplatz,52.50791,13.42558,Entire home/apt,23,3,3,2017-08-08,0.05,1,0,0,
17384054,Spacious & Elegant 3-Bedroom in hip Neukölln,3902377,Pierre,Neukölln,Schillerpromenade,52.47342,13.42719,Entire home/apt,255,3,227,2022-05-22,3.55,1,114,37,"Legal entity name and Legal form: Guibert &amp; Brown GbR <br/>Legal representatives or Trade register number: Pierre Guibert &amp; Daniel Brown <br/> Entity address: Okerstraße 42, 12049, Berlin, Allemagne <br/>Listing address: Okerstraße 42, 12049, Berlin, Allemagne"
12646339,Beautiful apartment in Neukölln,7976555,Noemie,Neukölln,Reuterstraße,52.48353,13.43607,Entire home/apt,69,1,0,,,1,0,0,
18938991,good feng shui + zentrale Lage im Prenzlauer Berg,5541908,Iris,Pankow,Prenzlauer Berg Südwest,52.53226,13.41549,Entire home/apt,59,51,8,2018-04-03,0.13,1,0,0,
21353684,Wunderschöne Wohnung lässt keine Wünsche offen!,50805687,Shari,Treptow - Köpenick,Adlershof,52.4354,13.52573,Entire home/apt,80,2,8,2018-10-06,0.16,1,0,0,09/Z/RA/001528-18
18957016,Guardian Central Mitte 60 sq.m  for families,46357364,Vladimir,Mitte,Regierungsviertel,52.50971,13.39465,Entire home/apt,150,5,40,2022-01-02,0.67,9,4,13,34/711/75751
12690476,Spacious room with balcony,64411319,Rica,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50842,13.46537,Private room,28,2,8,2017-02-25,0.11,1,0,0,
6489994,Zweizimmer- Wohnung in Kreuzberg,15462817,Souad,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49821,13.41285,Entire home/apt,50,1,12,2017-12-31,0.15,1,0,0,
18961325,Beautiful One Room Apartment **Central**,22429597,Robin,Mitte,Parkviertel,52.55407,13.34377,Entire home/apt,125,1,16,2019-11-24,0.26,1,0,0,
53746619,Cozy 2 room apartment next to Hermannstraße,241278252,Flo,Neukölln,Neuköllner Mitte/Zentrum,52.47395,13.42864,Entire home/apt,143,1,17,2022-05-29,3.21,5,308,17,"Legal entity name and Legal form: Homaris One GmbH <br/>Legal representatives or Trade register number: HRB 202031 B <br/> Entity address: Brunnenstr.4, 10119, Berlin, Deutschland <br/>Listing address: Leykestr. 4A, 12053 , Berlin, Deutschland "
18958900,Möblierte Zimmer mit Blick auf den Treptower Park,132051214,Stefan,Treptow - Köpenick,Plänterwald,52.48424,13.46632,Private room,37,6,0,,,1,0,0,
143605,""" Berlin Fuffa's 40m2  apartment """,696492,Gaston & Elena,Neukölln,Schillerpromenade,52.47649,13.42541,Entire home/apt,40,60,67,2021-10-02,0.51,1,129,1,08/Z/ZA/004007-16
12715727,single room apartment with balcony,48743231,Faustin,Mitte,Moabit Ost,52.53377,13.34625,Entire home/apt,22,2,5,2016-06-07,0.07,1,0,0,
638162,Bright days in Top floor 100 m2 with terrace,3183826,Anton,Neukölln,Neuköllner Mitte/Zentrum,52.48105,13.42655,Entire home/apt,145,3,106,2022-04-19,0.89,1,3,8,
6501825,Cozy big room with balcony,33984983,Sarah,Mitte,Brunnenstr. Nord,52.54635,13.39793,Private room,30,2,1,2015-06-19,0.01,1,0,0,
24504912,Schöne Altbauwohnung im Schillerkiez,35107368,Marica,Neukölln,Schillerpromenade,52.4751,13.42502,Entire home/apt,80,2,18,2020-10-18,0.36,1,3,0,
18967525,Cosy 2room flat in the Hearth of Kreuzberg,132284125,Roman,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49783,13.43265,Entire home/apt,71,3,6,2020-03-01,0.21,1,0,0,
12724627,Room for 2 in a friendly commune,14428265,Lennart,Tempelhof - Schöneberg,Schöneberg-Nord,52.49755,13.35122,Private room,42,1,16,2020-02-29,0.22,1,0,0,
14173141,Cozy room with balcony - schönes Zimmer mit Balkon,85804457,Katha,Neukölln,Schillerpromenade,52.47487,13.42391,Private room,18,5,2,2016-08-17,0.03,1,0,0,
19324716,Cozy room in Kreuzberg,47496936,Ekaterine,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49175,13.40619,Private room,42,1,19,2020-03-06,0.34,1,0,0,
21527306,Take over our cozy appartment in Kreuzkölln! :),156451506,Penne,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49024,13.42342,Entire home/apt,48,3,0,,,1,0,0,
7082209,1 quiet little room,2323887,Iv,Treptow - Köpenick,Plänterwald,52.48498,13.46237,Private room,50,1,0,,,1,0,0,
1111145,apartment 4_miniloft - downtown,6099328,Klaus,Mitte,Brunnenstr. Süd,52.5313,13.39461,Entire home/apt,215,3,156,2022-05-27,1.52,7,150,9,01/Z/AF/001247-14
30373468,Cozy room with own bath + entrance,228058426,Dorit,Pankow,Prenzlauer Berg Süd,52.53161,13.42552,Entire home/apt,70,3,82,2022-06-07,1.91,1,5,27,03/Z/AZ/004141-18
13618121,Best apartment in Berlin / 5 min to Alexanderplatz,4127628,Tom,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51861,13.43062,Entire home/apt,289,4,238,2022-05-29,3.31,1,0,36,02/Z/RA/008096-18
21956391,LOFT SPACE in best central Berlin location!,160283585,Sandra,Mitte,Alexanderplatz,52.52884,13.40183,Entire home/apt,99,92,33,2020-02-27,0.60,1,103,0,
19002552,"Highly-Reviewed, Central, Chic, Quiet, Stylish!",3077149,Itai,Pankow,Prenzlauer Berg Südwest,52.53799,13.41108,Entire home/apt,66,181,73,2019-07-31,1.20,1,0,0,AirBnB permit BA Pankow 03/Z/ZA/0002621-17
6641291,Cozy apartment in Berlin Neukölln,3587965,Ali,Neukölln,Rixdorf,52.48417,13.44513,Entire home/apt,70,4,25,2022-02-27,0.29,1,0,3,
40691178,UNIQUE APARTMENT IN THE HIP DISTRICT OF KREUZBERG,315832586,Rafael,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49186,13.37695,Entire home/apt,107,2,0,,,1,0,0,
12979924,"Clean, charming & stylish apartment",3261444,Onan,Pankow,Helmholtzplatz,52.54619,13.4193,Entire home/apt,77,8,28,2022-04-25,0.38,1,0,2,
19016841,Beautiful Apartment in the heart of Prenzlauerberg,962264,Jannes & Seri,Pankow,Prenzlauer Berg Süd,52.53296,13.43295,Entire home/apt,110,2,2,2017-07-08,0.03,1,0,0,
21391720,Designed apartment in the hippest area of Berlin,2043747,Olga,Neukölln,Neuköllner Mitte/Zentrum,52.47919,13.43352,Entire home/apt,40,180,0,,,1,89,0,
19022797,Großes Zimmer im Prenzlauer Berg,38629217,Johanna,Pankow,Prenzlauer Berg Nord,52.55043,13.41585,Private room,35,1,3,2018-11-04,0.06,1,0,0,
12991876,Apartment in the heart of Berlin Friedrichshain,30044367,Daria,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51365,13.47396,Private room,60,3,3,2018-06-12,0.05,1,0,0,
21390201,Bright rooftop room with private bathroom,45439548,Laura,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52548,13.45251,Private room,45,2,12,2019-02-17,0.21,1,0,0,
19029443,Beautiful Apartment near Mauerpark,98794441,Tina,Pankow,Prenzlauer Berg Nordwest,52.54825,13.40917,Private room,75,10,0,,,1,0,0,
23315112,Gemütliches WG-Zimmer in Kreuzberg 36,110252698,Maria,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50074,13.43111,Private room,20,4,1,2018-02-26,0.02,1,0,0,
21392059,"Quiet, Sunny, and Spacious in Friedrichshain",12786085,Lydia,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51995,13.4439,Entire home/apt,150,5,0,,,1,0,0,
1374034,quiet apt in top Kreuzberg location,7445858,Christophe,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49011,13.38901,Entire home/apt,65,59,75,2018-09-21,0.69,1,163,0,
21396528,Appartment in perfect location *Prenzlauer Berg*,155005411,Milad,Pankow,Prenzlauer Berg Nord,52.54741,13.42678,Entire home/apt,75,1,5,2018-06-14,0.09,1,0,0,
13042917,sunny room with balcony  friedrichshain / center,43028367,Christine,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5191,13.46175,Private room,45,2,55,2020-01-01,0.74,1,0,0,02/Z/AZ/911658-19
51415401,Design Twin room in Berlin Mitte,415771368,The Circus Hotel,Mitte,Brunnenstr. Süd,52.5299,13.40016,Private room,208,1,0,,,16,196,0,"Legal entity name and Legal form: The Circus GbR <br/>Legal representatives or Trade register number: DE189865941 <br/> Entity address: Weinbergsweg 1A, 10119, Berlin, Deutschland <br/>Listing address: Rosenthaler Strasse 1, 10119, Berlin, Deutschland"
6666876,WG-Zimmer,34895928,Lara,Treptow - Köpenick,Alt  Treptow,52.49009,13.45406,Private room,41,3,88,2019-09-07,1.04,2,0,0,
7092013,Artsy in Prenzlauer Berg - spacious and central.,29363334,Bjarne,Pankow,Prenzlauer Berg Südwest,52.53735,13.42308,Entire home/apt,69,2,38,2022-04-14,0.45,1,104,1,
21402515,Whole Appartment in Berlin.,49971189,Younes,Treptow - Köpenick,Altstadt-Kietz,52.44289,13.57758,Entire home/apt,39,2,0,,,1,0,0,
9484989,M1 Best Location Bergmann Kreuzberg,15506870,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49052,13.39703,Entire home/apt,36,150,3,2020-01-28,0.05,3,132,0,
30078342,KATZ Cozy Family & Business Flair - IDEAL LONGTERM,155105708,Sören,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48592,13.37625,Entire home/apt,352,1,92,2022-06-07,2.16,13,225,3,"Legal entity name and Legal form: Rockchair GmbH <br/>Legal representatives or Trade register number:  Sören Volger <br/> Entity address:  Forckenbeckstr. 9-13 , 14199 , Berlin , Deutschland <br/>Listing address: Katzbachstr. 26, 10965, Berlin, Deutschland"
22874157,Studenten WG-Zimmer in Moabit,169248909,Louis,Mitte,Moabit Ost,52.53436,13.34554,Private room,11,7,0,,,1,0,0,
19042337,Bright and cosy private room in Friedrichshain,34385521,René,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52112,13.45218,Private room,25,4,15,2019-11-06,0.25,1,0,0,
13058890,Sunny cozy flat with balcony,3506371,Göksu,Mitte,Wedding Zentrum,52.55574,13.37431,Shared room,35,1,18,2019-04-29,0.25,1,0,0,
21410147,Modern central flat in Berlin Mitte,126642425,Svenja,Mitte,Parkviertel,52.55308,13.34495,Private room,35,2,12,2018-12-16,0.22,2,0,0,
6670861,"Schillerkiez, cute and bright.",34914724,François,Neukölln,Schillerpromenade,52.4749,13.42182,Entire home/apt,35,1124,14,2018-06-27,0.16,1,365,0,
13070655,Sunny big room - close to Tiergarten + Spree,72451755,Claudia,Mitte,Moabit West,52.5259,13.3375,Private room,25,5,10,2018-11-01,0.14,1,0,0,
21417127,Buena Vista Kreuzberg,155205098,Johannes,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49056,13.4213,Private room,36,2,210,2022-06-08,3.75,1,7,61,02/Z/AZ/014706-22
9770154,Spacious Bohemian Apartment facing Viktoria Park,3122986,Riccardo,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48916,13.37659,Entire home/apt,400,2,122,2022-06-06,1.57,1,284,29,02/Z/RA/015515-22
13077072,Huge loft-like room near Kreuzberg,44330617,Jeremiah,Neukölln,Rixdorf,52.4808,13.43999,Private room,26,1,1,2016-11-27,0.01,1,0,0,
13077745,bright room with view of park in shared flat,72522890,Corrie,Pankow,Prenzlauer Berg Ost,52.52964,13.44635,Private room,20,3,10,2018-01-01,0.14,1,0,0,
19061860,"Grünes Berlin, 20 Min bis Mitte",42696213,Micki,Reinickendorf,Nord 2,52.60748,13.31944,Entire home/apt,40,1,1,2017-06-05,0.02,1,0,0,
53507824,Urban Candy I In The Heart Of Berlin,143315211,André,Mitte,Brunnenstr. Süd,52.5304,13.3954,Private room,69,1,1,2021-12-06,0.16,2,286,1,"First name and Last name: André Masri <br/> Contact address: Bergstrasse 2, 10115, Berlin , Germany <br/>Listing address: Bergstrasse 2, 10115, Berlin, Germany"
6639482,Central room in Friedrichshain,19788122,Paula,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51128,13.46742,Private room,42,1,10,2017-09-16,0.12,1,0,0,
13087837,Sonniges Zimmer mit super Verkehrslage,61253363,Madelaine,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51426,13.31084,Private room,27,1,33,2018-07-28,0.45,1,0,0,
23666878,Modern Apartment in Berlin near Lake and City Centre,122012813,Kim - BELVILLA,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49035,13.39325,Entire home/apt,117,1,2,2019-12-01,0.05,3,365,0,
19075304,Musical place next to Bundesplatz (U9 & S-Ring),3343978,Alireza,Tempelhof - Schöneberg,Friedenau,52.47705,13.32596,Private room,42,20,25,2022-04-15,0.42,1,8,6,07/Z/AZ/010677-21
13103358,Eco-chic room in central Schöneberg,40461699,Kaya,Tempelhof - Schöneberg,Schöneberg-Süd,52.48001,13.34815,Private room,32,3,6,2017-11-20,0.10,1,0,0,
53527178,Urban Candy II with Piano In The Heart of Berlin,143315211,André,Mitte,Alexanderplatz,52.52874,13.39503,Private room,69,1,1,2022-03-01,0.29,2,355,1,"First name and Last name: André Masri <br/> Contact address: Bergstrasse 2, 10115, Berlin, Germany <br/>Listing address: Bergstrasse 2, 10115, Berlin, Germany"
19001954,Großes Zimmer am Mauerpark in Prenzlauer Berg,6234930,Julia,Pankow,Helmholtzplatz,52.54116,13.41387,Private room,60,2,1,2017-06-27,0.02,1,0,0,
6692587,"Perfect, piano & photos.",1083235,,Pankow,Helmholtzplatz,52.54258,13.4134,Private room,59,3,1,2015-08-02,0.01,1,0,0,
19070150,Cosy Appartement in nice part of Neukölln,133134456,Najat,Neukölln,Schillerpromenade,52.47358,13.4203,Shared room,25,19,1,2017-06-05,0.02,1,0,0,
13118210,huge and sunny room great location nice roommates,53606053,Blumen,Mitte,Wedding Zentrum,52.54659,13.36583,Private room,35,1,3,2016-07-04,0.04,1,0,0,
6695238,Schöne 1-Zimmer-Wohnung in F-Hain,19044451,Julia,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52186,13.44603,Entire home/apt,48,2,21,2018-09-22,0.25,1,0,0,
19347557,Beautiful & Calm apartment in vibrant Schöneberg,14709761,Sim,Tempelhof - Schöneberg,Schöneberg-Süd,52.48228,13.35671,Entire home/apt,42,7,1,2017-07-09,0.02,1,0,0,
13135169,Charming room in the heart of Prenzlauer Berg,73174907,Ani,Pankow,Prenzlauer Berg Nordwest,52.54335,13.41117,Private room,27,1,8,2019-08-25,0.11,1,0,0,
21431811,Beautiful modern flat with big living space,155080787,Dorothée,Lichtenberg,Neu Lichtenberg,52.50522,13.47645,Entire home/apt,80,4,1,2017-11-29,0.02,1,0,0,
13145785,24qm Zimmer im Herzen von Friedrichshain,58543978,Lukas,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51314,13.46124,Private room,25,10,1,2016-05-29,0.01,1,0,0,
6427854,Charming bright apartment,33263166,Doreen,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51462,13.45483,Shared room,98,2,10,2016-08-25,0.12,1,286,0,
13160800,Schöne 2-Zimmer Wohnung im Herzen von Kreuzberg,73494617,Gerald,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50401,13.42693,Entire home/apt,49,4,2,2016-11-27,0.03,1,0,0,
13164723,Bright and quite studio in Friedrichshain,8318965,Jannis,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51872,13.46589,Entire home/apt,45,2,4,2016-08-21,0.05,1,0,0,
19090684,Werkstatt/Studio/Wohnzimmer // Super Aussicht,7300975,Joscha,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4942,13.3871,Private room,36,5,1,2017-08-24,0.02,1,0,0,
13178758,Modernes Apartment in Tempelhof,8912086,René,Tempelhof - Schöneberg,Tempelhof,52.45842,13.379,Entire home/apt,79,30,2,2021-11-30,0.05,37,9,1,
13194818,Wohnen am Friedrichshainer Park,73885088,Pascal,Pankow,Prenzlauer Berg Ost,52.52782,13.44788,Private room,50,2,13,2017-06-18,0.18,1,0,0,
6728004,beautiful apartment for familys,35232007,Juditha,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50591,13.46818,Entire home/apt,91,1,0,,,1,0,0,
13213714,Cozy flat in the best part of Neukölln,22706480,Alexandre,Neukölln,Reuterstraße,52.48305,13.43318,Entire home/apt,120,2,0,,,1,0,0,
6736021,Room in a loft above the gardens,8205525,Thomas,Neukölln,Reuterstraße,52.48565,13.4339,Private room,31,3,23,2019-06-09,0.31,1,0,0,
6723647,Urban Living Space,35208173,Patrick,Neukölln,Neuköllner Mitte/Zentrum,52.48414,13.42753,Private room,25,7,2,2016-06-13,0.03,1,0,0,
20032898,Beautufil Altbau- Apartment in the HEART OF BERLIN,30145832,Doris,Pankow,Prenzlauer Berg Südwest,52.54042,13.41225,Entire home/apt,95,4,5,2018-09-07,0.09,1,70,0,
19093655,"Modern, fully equipped flat with great balcony",7588445,Roman,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51215,13.4615,Entire home/apt,110,9,2,2017-08-19,0.03,1,0,0,
19094066,Big luxurious sunny apartment very central,8646497,Max,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52773,13.42789,Entire home/apt,109,7,10,2018-05-22,0.17,1,0,0,
21438434,bright and cozy room in Mitte,51197882,Lena,Mitte,Moabit West,52.52819,13.33974,Private room,20,4,1,2017-10-31,0.02,2,0,0,
13229967,Cosy room in shared flat!,74165726,Jeremiah,Neukölln,Reuterstraße,52.48972,13.42674,Private room,30,1,3,2016-08-14,0.04,1,0,0,
6764777,Big room with balcony Weserstrasse!,35413428,Jorge,Neukölln,Reuterstraße,52.48623,13.43101,Private room,30,1,0,,,1,0,0,
19113613,"Paradies Berlin/ Potsdam, direkt am See, Apartment",38956038,Ariana,Spandau,Gatow / Kladow,52.46352,13.10569,Entire home/apt,113,3,2,2018-09-21,0.03,2,0,0,
13252623,Kellemes berlini szoba 1-2 személy részére,74550374,I.,Reinickendorf,Ost 1,52.57422,13.37255,Private room,17,3,2,2016-07-06,0.03,1,0,0,
13255464,Apartment in Mitte,5204433,Alba,Mitte,Brunnenstr. Süd,52.5347,13.40067,Entire home/apt,60,2,10,2018-07-08,0.14,1,0,0,
6744830,lovely room in friedrichshain with balcony,14892838,Sabine,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51864,13.45679,Entire home/apt,58,3,16,2017-10-08,0.19,1,0,0,
19114494,Charming Apartment in Berlin Wedding,63739282,Katja,Mitte,Osloer Straße,52.555,13.38682,Entire home/apt,65,3,8,2020-01-02,0.13,1,0,0,
19361066,Cozy bedroom next to Spree and central station,34212299,Lucas,Mitte,Moabit West,52.52318,13.33963,Private room,30,2,6,2018-07-27,0.10,1,0,0,
47482228,Helle & moderne Wohnung Mitte - monatliche Miete,3590402,Aga,Mitte,Brunnenstr. Süd,52.53102,13.39647,Entire home/apt,48,21,0,,,2,133,0,
21555837,Cozy apartment in the heart of Neukölln,19080417,Vanessa,Neukölln,Schillerpromenade,52.47085,13.42217,Entire home/apt,80,5,0,,,1,0,0,
13258971,Nordic Penthouse Apartment with Roof Terrace,22036650,Videesha,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.52132,13.30315,Entire home/apt,179,3,64,2019-11-16,0.90,1,0,0,
6779823,Simple beautiful comfy room,3315203,Luisa,Tempelhof - Schöneberg,Schöneberg-Süd,52.47954,13.34754,Private room,26,1,22,2016-06-26,0.28,1,0,0,
48217386,Kreative Dachgeschosswohnung in X-Berg,50081741,Sarah,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49238,13.37742,Entire home/apt,200,6,2,2022-05-13,0.92,3,287,2,02/Z/RA/014700-22
13262404,Mit Charme am Park,57020742,Anna,Neukölln,Schillerpromenade,52.48077,13.42066,Private room,30,4,12,2020-01-03,0.16,1,0,0,
19114872,"OASE im PRENZL'BERG || central, cosy, be welcome!",133561665,Melanie,Pankow,Pankow Süd,52.5584,13.42076,Private room,20,5,3,2017-09-08,0.05,1,0,0,
13269251,Cozy and central apartment in Berlin/Mitte,72449625,Svenja,Mitte,Brunnenstr. Süd,52.53303,13.38736,Entire home/apt,65,4,7,2016-10-18,0.10,1,0,0,
6782133,Charlottenburgs schönste Ecke beim Schloss,34868602,Dimitri,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51298,13.29019,Private room,45,2,12,2016-05-04,0.14,1,0,0,
541280026207218680,"Stylish, cozy Apartement in Prenzlauer Berg",50661502,Sanja,Pankow,Prenzlauer Berg Süd,52.53624,13.43188,Entire home/apt,68,8,3,2022-04-19,0.67,2,14,3,03/Z/AZ/006818-22
19150804,Cosy Roof Top Flat in Berlin-Mitte (82 qm),16677569,Jens,Pankow,Prenzlauer Berg Südwest,52.5335,13.40774,Entire home/apt,96,20,24,2022-02-25,0.41,1,0,2,01/Z/RA/009059-18
21447280,Friendly Room in Big Flat Close to TXL/HBF/ZOB,155140624,Max,Charlottenburg-Wilm.,Neue Kantstraße,52.50621,13.30202,Private room,53,2,37,2019-12-22,0.65,3,0,0,
6797630,City oasis in Kreuzberg 36,3879139,Caroline,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49371,13.44052,Entire home/apt,49,5,2,2016-01-14,0.02,1,0,0,
19151663,Big room in lovely flat / 5 min to F-hain,37902539,Christina,Lichtenberg,Fennpfuhl,52.52435,13.48066,Private room,25,3,6,2019-09-24,0.10,1,0,0,
13269700,"Ruhige 1 Zimmerwohnung nähe Messe, Lietzenseepark",74750315,Glenn,Charlottenburg-Wilm.,Neue Kantstraße,52.51066,13.29697,Private room,17,7,1,2016-06-11,0.01,1,0,0,
22903097,Gemütliches Kinderzimmer,169450739,Elena,Tempelhof - Schöneberg,Tempelhof,52.46678,13.38292,Private room,40,1,59,2020-02-12,1.11,2,0,0,
13272210,Room with three flatmates,23339102,Clemens,Neukölln,Neuköllner Mitte/Zentrum,52.47675,13.43732,Private room,14,4,1,2017-08-01,0.02,1,0,0,
51275860,Schöne Wohnung Loftstil Kreuzberg - Bergmannkiez,140913205,Julia,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49216,13.39626,Entire home/apt,110,1,2,2022-05-15,0.53,1,266,2,
13272232,Sonnendurchflutet und zentral am  Ku'damm gelegen,74781619,Eva,Charlottenburg-Wilm.,Halensee,52.49791,13.29444,Private room,30,2,1,2016-07-01,0.01,1,0,0,
19156752,Comfortable Fresh Private Room in Heart of Mitte,130017279,Laura,Mitte,Brunnenstr. Süd,52.53218,13.39492,Private room,25,3,1,2017-06-08,0.02,1,0,0,
6826775,TopFloor central room+PRIVATE Bathr,23137360,Julian,Tempelhof - Schöneberg,Schöneberg-Nord,52.49414,13.3637,Private room,55,4,325,2022-05-14,3.85,2,0,2,
13280960,Berlin Prenzlauer Berg - ruhig & verkehrsgünstig,74747110,Kerstin,Pankow,Helmholtzplatz,52.54186,13.4151,Entire home/apt,70,5,7,2018-07-20,0.10,1,0,0,
13289691,Charming Well Connected Room in Neukölln,38783931,Alexander,Neukölln,Rixdorf,52.48571,13.44933,Entire home/apt,35,4,4,2018-08-26,0.05,2,0,0,
7348586,STUNNING 89m2 Apartment in Kreuzberg,5857749,Lada,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49074,13.39738,Entire home/apt,150,10,10,2016-05-22,0.12,1,345,0,
6827040,Beautiful modern flat:Prenzlauer B.,26055312,Mark Guy Gerrard,Pankow,Prenzlauer Berg Nord,52.54834,13.42311,Entire home/apt,59,5,5,2016-07-25,0.07,1,0,0,
13304560,Spacious appartment in best location,59795743,Jennifer,Tempelhof - Schöneberg,Schöneberg-Süd,52.48137,13.3625,Entire home/apt,31,7,2,2016-08-20,0.03,1,0,0,
21467449,Room: Berlins 1920ies Winter Garden,155387306,Jenny,Neukölln,Rixdorf,52.48241,13.44565,Private room,40,2,6,2019-02-18,0.11,1,0,0,
